(-0.00942972672345+0j) (-0.00226694814658+0j) (0.0111656135027+0j) (0.00700302145378+0j) (0.00683787228182+0j) (0.00289786324252+0j) (0.0137434067997+0j) (-0.00588504800074+0j) (-0.00428870937554+0j) (0.00070005146234+0j) (0.00966576526442+0j) (-0.00520183597791+0j) (-0.00455974971787+0j) (-0.00194563541189+0j) (-0.00589329782216+0j) (-0.000791292071161+0j) (0.00498613851165+0j) (0.00809063827316+0j) (0.0048297620915+0j) (-0.00236929500148+0j)
(0.0446184096307-0.00636428434034j) (-0.0409961445819+0.00548425609824j) (0.0406373197906-0.0300024453804j) (0.0296360628613+0.0491703172031j) (-0.0425106613447-0.0569638183601j) (0.0626781768383+0.0908809324853j) (-0.0577226788409-0.0959305510483j) (0.0417941990183+0.105191460056j) (0.0128941031128-0.0616064790029j) (-0.0153687146051+0.0173039678848j) (-0.0203082868601-0.0263190447987j) (0.0652476708435+0.0171581614349j) (-0.0644452643192-0.00661474566374j) (0.1151835759+0.0212963255721j) (-0.117655015316-0.00818708089356j) (0.160530350709-0.0328091933041j) (-0.126164311304+0.0344633814048j) (0.119345201455-0.0270388156516j) (-0.0887773604335+0.0149864128867j) (0.061716749456+0.00512148183628j)
(0.039682944521+0.000982094488178j) (-0.0389270384145+0.0198980484345j) (0.0605453232384-0.0272292601499j) (-0.0631573758078+0.0376364276685j) (0.0878169134049-0.0407298452804j) (-0.0749735481948+0.0525598498755j) (0.0371699031522-0.0532571378796j) (0.0261221800065+0.0342193453543j) (-0.0680789598187-0.0381192991921j) (0.153611749762+0.0166308156451j) (-0.20777634645-0.0279647627827j) (0.25786380164+0.041617261982j) (-0.270724523152-0.0574043319669j) (0.337786527124+0.0849348499115j) (-0.316329910021-0.10596573204j) (0.331568942591+0.102414032623j) (-0.285972361743-0.119160866143j) (0.265194141496+0.123688828079j) (-0.171004915154-0.0832425370998j) (0.102378213645+0.0482199719223j)
(-0.0469744709622-0.0358631561981j) (0.110917612047+0.0691667473618j) (-0.117246199716-0.0873118908605j) (0.144348078973+0.0586085293556j) (-0.123064390418-0.026642319715j) (0.14549412879-0.0086861583j) (-0.133737659754+0.0485342190089j) (0.150206882627-0.0707865858359j) (-0.172439256007+0.0891461759836j) (0.210207674708-0.138875306601j) (-0.219080222582+0.129598143893j) (0.245229093861-0.10119310358j) (-0.25559406881+0.0586025894959j) (0.310520124564-0.00968001431367j) (-0.300005150109-0.0257734871062j) (0.328925039526+0.0758237547518j) (-0.28708542063-0.109679705773j) (0.265941049054+0.12169653097j) (-0.16466654089-0.084055411262j) (0.0983097640644+0.0441227960741j)
(-0.0425790873658+0.0406886662653j) (0.0662324248668-0.0735207792993j) (-0.0266003704147+0.0861022749984j) (0.0344132881682-0.134796954424j) (0.0192238068469+0.175113480508j) (-0.0380223941388-0.236166481091j) (0.103806664902+0.290304008675j) (-0.108083162291-0.305626804407j) (0.109970850696+0.290602449091j) (-0.0699241919007-0.286412252814j) (0.0379036942327+0.290320798019j) (0.0316512937832-0.239053246978j) (-0.0420195036843+0.183988463643j) (0.0854477251209-0.123374824783j) (-0.0645103810875+0.0597042530032j) (0.092526358179-0.0198830931344j) (-0.0787047751396-0.0192486530779j) (0.0902407248306+0.0289780867525j) (-0.0452326457307-0.0208520513037j) (0.036645635399+0.00850794423122j)
(0.0165224988726-0.011722286531j) (-0.0530736447727+0.0301622118552j) (0.113144153537-0.0669981773749j) (-0.106511453429+0.096965525347j) (0.145318412097-0.118018768471j) (-0.154365533968+0.101501815002j) (0.1744748638-0.0797325135666j) (-0.128154512298+0.0728825017013j) (0.124544719001-0.0850593517566j) (-0.0480578859016+0.0850071147997j) (0.00237959089289-0.0546616382637j) (0.0941915274719+0.0681522556852j) (-0.1440956473-0.0797068067112j) (0.162201298436+0.0928139524426j) (-0.131534660893-0.108488573759j) (0.136786701451+0.0984437413209j) (-0.0954851005164-0.0711416832856j) (0.0990288307977+0.0450123664032j) (-0.0726754555886-0.0276037196305j) (0.0642581916003+0.0141365635293j)
(-0.00332327817675-0.0635826829347j) (0.010290323847+0.137984586046j) (0.0356880822695-0.201285355513j) (-0.0135384288884+0.271019447967j) (0.0254164130561-0.332440737825j) (-0.0143258398451+0.336315080398j) (0.00563131007907-0.307662860709j) (0.0786063055722+0.284014122547j) (-0.0873341025654-0.300790553596j) (0.154792716959+0.313169933554j) (-0.160863065469-0.313324504533j) (0.238411940282+0.30306440414j) (-0.256214440488-0.268655931813j) (0.260393657512+0.242436034536j) (-0.240048517202-0.196680821679j) (0.245239049491+0.154581903915j) (-0.154822512705-0.0929483092901j) (0.102951391267+0.0304827713413j) (-0.051841657994-0.0126334739415j) (0.0355788377851+0.000807400235875j)
(-0.0437014305331-0.0532628064695j) (0.0894170779658+0.0973456604263j) (-0.0740536304828-0.147052000214j) (0.126884321643+0.207467993104j) (-0.11487001821-0.224853787061j) (0.118233937516+0.198970980164j) (-0.0925205152128-0.154395769876j) (0.0986181510371+0.118204542155j) (-0.0931851537246-0.121410974679j) (0.103206524838+0.151414724025j) (-0.0836150172258-0.171546889768j) (0.125137788234+0.187642827397j) (-0.110163714336-0.202533496163j) (0.113466871658+0.219248921281j) (-0.0800027787622-0.214496631625j) (0.0967529488371+0.2113952984j) (-0.0367782416401-0.185703382658j) (0.00998312515083+0.154230857137j) (0.0195458962394-0.122991324282j) (0.00603949572293+0.0568742871701j)
(-0.0400205988992-0.015610817284j) (0.0851938834834+0.0109159592645j) (-0.0523557019718-0.0324767364353j) (0.09456544854+0.0456078360323j) (-0.0608389471885-0.0204128716894j) (0.0587164296689+0.00116373556501j) (-0.00572891055045+0.0599134915755j) (-0.0289768311749-0.0907214581098j) (0.0433181114753+0.129398984571j) (-0.0484627529209-0.152547945375j) (0.0663888965838+0.119122833143j) (-0.038264790336-0.112820676206j) (0.0694772271312+0.0859159973169j) (-0.0661041848803-0.0389541576738j) (0.113393317928+0.00124956810106j) (-0.0927574336462+0.0468023329774j) (0.0991877728874-0.0847189863957j) (-0.0782536607749+0.098451214178j) (0.0650518203753-0.0967762092141j) (-0.00659851717523+0.054355507257j)
(-0.015246140216+0.0170065744504j) (0.0411633553724-0.034517279212j) (-0.0304048996726+0.0538744776438j) (0.0708952474368-0.0210209668201j) (-0.0499782256274+0.0169984776976j) (0.0784668294111-0.0114385719447j) (-0.0645074306062+0.0170945378313j) (0.0647174283605-0.0322844678713j) (-0.0298654323299+0.0372820753074j) (0.0200741607069-0.0805922360693j) (-0.00985776067926+0.0923847408464j) (0.0114987905675-0.126782073596j) (0.0147705647646+0.110284808692j) (-0.00989042389596-0.0849481485107j) (0.0506597006011+0.0588779457686j) (-0.0306800156507-0.0251339560471j) (0.0174300675906+0.0215557233367j) (0.0303137776437-0.00897229262782j) (-0.00811473185814+0.00451388303015j) (0.0309573764802-0.00293421455736j)
(0.00218318094194+0.00328475017081j) (0.00855188270628+0.01202629042j) (-0.00793927533309-0.0126105303153j) (0.05157985269+0.0585607509801j) (-0.0624461814335-0.0479345582009j) (0.0899925251279+0.0292357984813j) (-0.0712479116938-0.0361415052985j) (0.0631273105803+0.0386146483389j) (-0.000675554083961-0.0327841716915j) (-0.0181076781382+0.00997047098527j) (0.0716684173234+0.0348566177356j) (-0.0755902188811-0.0728926460268j) (0.0951134885678+0.0610163113757j) (-0.0991319945385-0.0647045266506j) (0.113565478081+0.0555747917415j) (-0.0917519326018-0.0532227061741j) (0.0737057329589+0.0385295160245j) (-0.0228585139208-0.00262836823617j) (0.0388644032265-0.00727191458377j) (-0.0042401741865+0.00631517621243j)
(-0.0247643014631+0.0239155104622j) (0.0648865692132-0.0356867761802j) (-0.051380746267+0.0597951351169j) (0.0641875724957-0.0607045191374j) (-0.06056482305+0.0865094006301j) (0.0711262086-0.115821663547j) (-0.0614832038174+0.108338027095j) (0.0750061293978-0.104452650339j) (-0.056733845669+0.0764161315451j) (0.0439410739142-0.0487344687821j) (-0.00269029637934+0.047432636721j) (0.006541458018-0.0660945227901j) (0.0131254630127+0.0699967893294j) (-0.0110475267121-0.0721713586603j) (0.0213101832416+0.0659853259708j) (0.00818083527539-0.0570945990481j) (-0.00537691718243+0.0388914613088j) (0.0485925915566-0.0003513361495j) (-0.0090175620387-0.0182994704579j) (0.0124929399194+0.0120146813795j)
(0.0323850587704+0.0140454488973j) (-0.00679649592012-0.0205310444537j) (0.0348891546547+0.0284496058938j) (-0.023270054173-0.000657411457224j) (0.0197505082742-0.000240154382175j) (-0.00873767954523+0.00278300506544j) (-0.00726319376664-0.0221159889028j) (0.0503994477637+0.0321706035668j) (-0.0576424334248-0.040274089716j) (0.104575196588+0.0412597620704j) (-0.0749979865386-0.0112877316017j) (0.0912695763162-0.0155549925701j) (-0.0623061212763+0.0166698709165j) (0.0792644534778-0.00758340843761j) (-0.0448482138001-0.00979853999374j) (0.0701734822012+0.0411035618628j) (-0.0491963832125-0.0687632682291j) (0.0833193806511+0.0712614525557j) (-0.0469605897196-0.0668493314272j) (0.0384730926041+0.0320325030869j)
(0.0103195592505-0.00245007084754j) (0.0177949974054+0.00238855979003j) (-0.0189391394847-0.00967265934012j) (0.0386257752452+0.00781634238542j) (-0.033854570101+0.0100234036694j) (0.0372624940439-0.0162579477172j) (-0.0199386214291+0.0229289923671j) (0.0354175577276-0.0269386991437j) (0.000970189387065+0.016586792455j) (0.012755531184-0.00976834149529j) (0.014270088245+0.0249907652225j) (-0.00575745546793-0.0279685192179j) (0.0308686546075+0.0177871670749j) (0.0127392725208-0.0137435805339j) (0.00289012956628+0.0140584004537j) (0.0260449498344-0.0030265716255j) (0.00908116206963-0.00765099630943j) (0.0136829147245-0.00800399532003j) (-0.000957380871638+0.00975496176221j) (0.00513622244556+0.00149469138926j)
(0.009103137745-0.00347305269239j) (0.0185405307472+0.00412539129173j) (-0.0428978349971-0.0142396949193j) (0.0612181035208+0.01374579173j) (-0.0363803979713-0.0215297440047j) (0.0567205528772+0.0146758067694j) (-0.0200806960648-0.0108592647663j) (0.0315157316371+0.0287227591663j) (0.00430592114783-0.0255538554446j) (-0.016853361161+0.0277761011138j) (0.0694059692125-0.0367653600783j) (-0.079609193488+0.0327498201233j) (0.116467286585-0.0358607632409j) (-0.0977075445+0.0254747211039j) (0.0897157625552-0.0108600889722j) (-0.0548041653693+0.0153485371216j) (0.0580072971691-0.0341876472606j) (-0.0251701118089+0.0294911322615j) (0.0198783880239+0.00198568897772j) (0.00802085902598+0.00418944141244j)
(0.0241823345232-0.0338998287867j) (-0.0188270315084+0.0376597566518j) (0.0039895589395-0.0414995576634j) (0.0350279753563+0.0153182194776j) (-0.0292245164061-0.0111030216454j) (0.059073352656+0.00633158790514j) (-0.0495908806718-0.0190593603749j) (0.0634676410319+0.0393596236081j) (-0.0512230017094-0.0519380621078j) (0.035789414856+0.0589816596453j) (0.00570317431371-0.0470025867702j) (0.00828767132538+0.0521120693777j) (0.0196177234115-0.0531070619564j) (-0.0214128999321+0.0499597091527j) (0.0256329656323-0.026128974404j) (-0.0111600963299+0.0265037970184j) (0.00976351586008-0.0301116298764j) (0.030478148774+0.0211973853865j) (-0.0287003448143-0.00500403637917j) (0.0178129452621+0.0113110381021j)
(-0.0112098853291-0.0208587964235j) (0.0147268087286+0.00370717918474j) (-0.0140527480843-0.00179458684646j) (0.00709674379814-0.0135113551205j) (0.0246303530569+0.020342491321j) (0.00484694360951-0.0204053579689j) (0.00890310348665-0.00318086189583j) (0.0291582173063+0.00771456936589j) (-0.00682860354797-0.0346953050367j) (0.025771822034+0.0277509969312j) (-0.000442008595843-0.0388309072566j) (0.0584400707843+0.0393645289212j) (-0.0273409348328-0.0357524855114j) (0.00505624090869+0.0331171720832j) (0.0096798778558-0.00683005131127j) (0.0223995205663+0.0226771861404j) (0.00781693724726-0.00947904153262j) (0.0335736606953+0.00610546680387j) (0.0122981666283+0.0100965157769j) (-0.016522138436-0.00442266299532j)
(-0.0217128325617-0.00435944019104j) (0.0379523016356+0.0247871751087j) (-0.0120982784376-0.0145755766777j) (0.00711773109314+0.028719314982j) (0.0221715522217-0.0233091859905j) (-0.0209387167211+0.0213302811583j) (0.0303183222245-0.0312473916694j) (-0.00263173799283+0.0361889104429j) (0.0225021028655-0.0367688737465j) (0.0231549293511+0.0225324817029j) (-0.0187587775376+0.00471601499753j) (0.0563841045087-0.0303084161793j) (-0.0405160542968+0.0192772398979j) (0.0226990048873-0.0108925819454j) (0.00523808297593+0.0178335461618j) (0.0135676782292-0.0124019871699j) (0.00280564010878+0.00366404369972j) (0.0239859504111-0.0113999300746j) (-0.0140082259077+0.013014591953j) (0.00576030927607-0.0186857194648j)
(-0.00820701865364-0.0055766086819j) (0.0269555323363+0.00308014303933j) (0.0113519656842-0.00266950066832j) (0.00704907296805+0.0106353015922j) (0.0245110743965-0.0382930019101j) (-0.0323900783729+0.0305539952781j) (0.0501131941875-0.0201009198718j) (-0.0178951825917+0.0159802083537j) (0.0439121768014-0.0168052445195j) (-0.0197471526108+0.00630644124173j) (0.0508531700784+0.0236234663207j) (-0.0258984564773-0.027966996859j) (0.0362221127634+0.0371638370515j) (-0.0194128872042-0.021328916536j) (0.0223151271963+0.00010765878088j) (-0.0143613335197+0.00891471264647j) (0.00181598499753-0.0209824325401j) (0.00970060827548+0.00988125841964j) (-0.0140436971159-0.00682154496465j) (0.0237479493626+0.0158331277827j)
(-0.00165953532824-0.00950245239353j) (0.0285518701832+0.00752820254453j) (-0.0241335815245-0.0192386248513j) (0.0469002118499+0.0326062816312j) (-0.0366975044507-0.0310236398919j) (0.0640350686982+0.0305748554116j) (-0.0534858370072-0.0507368978747j) (0.0689854089714+0.0433421779342j) (-0.0438274570615-0.0481432002997j) (0.053372717606+0.0398349508407j) (-0.0132425886482-0.0199604626353j) (0.0217906696941+0.0141622310321j) (0.00939452655082-0.000377147125131j) (0.00598159026963+0.0200861095052j) (-0.00432934359352-0.00954700862289j) (0.0193104904901+0.01837947451j) (-0.00490538471951-0.0231464687598j) (0.0295434352299+0.000620023985209j) (-0.00111251293667-0.0183227093254j) (0.0180308502753+0.0164351172981j)
(0.00258902172646-0.00550050844709j) (0.0198483589713+0.00202476040974j) (-0.0203191392391+0.00964054758313j) (0.0277046515004-0.00346598973948j) (-0.00715397448798+0.022712730115j) (0.0397067347646-0.00777957930167j) (-0.0302916914388-0.013089303735j) (0.0353621498528+0.0231154978302j) (-0.0172685091-0.0234609100948j) (0.0491212702894-0.00376470307164j) (-0.0533639565599+0.000972659695381j) (0.0523028771105-0.0367030661985j) (-0.0310812579308+0.0290634329938j) (0.0347387557268-0.0180805918032j) (-0.0103053985299+0.0294035508443j) (0.0293901217102-0.0219896505201j) (0.00049326461462+0.0237468367549j) (0.0229146765582-0.0288794763349j) (0.00898135615532+0.015591616283j) (0.012768959024-0.00396238008905j)
(-0.0149893984756-0.0111246776641j) (0.02492935834-0.00535588236905j) (-0.023861094135-0.00388183004897j) (0.0506730984407-0.00405821344692j) (-0.0346407987259+0.0213640369699j) (0.0529776466454-0.0259072978785j) (-0.0428268490962+0.0193600593553j) (0.0545207640315-0.00938380611257j) (-0.0362907364604+0.010345573324j) (0.0371716676811-0.0322884793921j) (-0.0249145868201+0.0326563608422j) (0.0179142669831-0.032200432394j) (0.00997313257418+0.0371195242893j) (-0.0201697962726-0.0266958795274j) (0.0283648174647+0.0360939524166j) (-0.00506059451549-0.0357180227652j) (0.0209425160145+0.0166063220241j) (0.0190679985064-0.00197182500486j) (0.0131702855274+0.0090509953281j) (-0.00374090277394-0.00152660042925j)
(0.0114612102698-0.0252849054741j) (-0.00558106342588-0.010205119122j) (0.0168503392549-0.00868968213957j) (0.0161061226059-0.00349589813847j) (-0.0117778337768+0.00784610764797j) (0.0201459329716-0.0207026628211j) (0.00992736036622+0.0274368851783j) (0.0129764827551-0.029572069056j) (-0.0031496133643+0.0470680490374j) (0.0120403820732-0.0571414968963j) (-1.87166111451e-05+0.0596879970682j) (0.0264242865571-0.0453634050177j) (0.0086002402981+0.0485457637411j) (0.00529124235257-0.0208658412173j) (0.0044152713901+0.0212282029424j) (0.0172533502793-0.024259368349j) (0.00579852932229+0.0121764426131j) (0.0254587338033+0.0210904130979j) (0.00750332490976-0.0128492570268j) (0.00583521726043+0.0142863432458j)
(0.014821648054-0.00543454182812j) (-0.0225568808803-0.0157041603256j) (0.0295865484264+0.00567824332079j) (-0.00605424151497-0.0227176130394j) (0.0144102677409+0.0245799428445j) (0.00389610311239-0.0308489265967j) (0.0266351307085+0.0255099362996j) (0.00253561166627-0.0230254554615j) (0.0266520258673+0.0362969659937j) (0.000354329235771-0.0311744764373j) (0.0299400361989+0.0425332547507j) (-0.00469917128365-0.0158343225176j) (0.0147539590081+0.0249213081538j) (0.020556395904-0.0154105636383j) (-0.00557813933947-0.00196055517406j) (0.025246855792+0.00231653785945j) (0.00979733347874-0.00314530094634j) (0.0259447401283+0.00573341855686j) (5.79775990962e-05-0.0149268676095j) (0.0163880993655+0.00865065282794j)
(0.0303891515232+0.0144093027959j) (-0.0286136059725-0.0138864223599j) (0.0545070945188+0.0246947686079j) (-0.0388477166439-0.0349302760871j) (0.055460649462+0.0609500301496j) (-0.0187023660544-0.0545489905797j) (0.017280125698+0.0222394972091j) (0.0199852329637-0.00831986147976j) (-0.00311379828064-0.00953107456624j) (0.0285501382244+0.0146082671109j) (0.00463881209429+0.00207656552612j) (0.00228630278561+0.00970841977912j) (0.00391498279891+0.0159863481663j) (0.00145245052661-0.0280388801321j) (0.00120873462785+0.0265955852584j) (0.0260305401253-0.0197134238318j) (0.0113956929435+0.0134299599481j) (0.0183023414491-0.0279376209218j) (0.00331872231106-0.00666678897265j) (0.0167186010759+0.0115359555658j)
(0.0337674504714+0.000693731025932j) (-0.000316643694095+0.00806798817901j) (0.0191457181372+0.0267663898599j) (-0.0149763432055-0.0470805681505j) (0.0225217118849+0.0419253857292j) (0.0225832376938-0.0238581753468j) (-0.0303852153495-0.00969525540055j) (0.0467925235091+0.0213084921691j) (-0.0185200361552-0.0305053303253j) (0.0514002820805+0.00658559514325j) (-0.00127125726202+0.00481171687936j) (0.0257643334861+0.0110999425736j) (-0.0181205023836-0.0199026767306j) (0.0306985249888+0.0224465611542j) (-0.04453359128-0.00607101354059j) (0.0784362425602-0.000389675078j) (-0.0457488792026+0.0122985647526j) (0.0602840724474-0.0163992206299j) (-0.0337272508966+0.00460910826505j) (0.0420830833519+0.0151542737307j)
(-0.0141787328003+0.00117378158622j) (0.0561603790142-0.020530857873j) (-0.0390118954936+0.0215191474442j) (0.0319851771829-0.0254727337323j) (0.00310505205901+0.0171879611304j) (0.0296096057682-0.0223354092339j) (-0.0260382862794+0.0151539414063j) (0.0311695989797-0.00537992457547j) (0.00669798026592-0.00699840135645j) (0.0267358515038-0.00281548330879j) (0.0327446419031+0.0133214716354j) (0.0127487703739+0.0276557646664j) (0.0224025525506-0.0214981076166j) (0.0239781904622+0.0315101139845j) (-0.0256901663534-0.0296898927252j) (0.0676013829523+0.00147048021781j) (-0.0598199479118-0.0131005978813j) (0.0706720573965+0.0124568938737j) (-0.0395572503406+0.00982721928575j) (0.0423702994216+0.000329917834921j)
(-0.0138814636471+0.002953256875j) (0.0332203582829-0.0155137202205j) (-0.0123626955727-0.000329577853137j) (0.0184593687957+0.00317643609133j) (-0.0149013045905+0.0149142428843j) (0.0240117634398-0.0329876891285j) (0.00359939377381+0.024627679142j) (0.00835915539301-0.0105911959275j) (0.0138084161742-0.0187292810989j) (0.0246826668663+0.0448155757703j) (-0.00327501008594-0.0470065939973j) (0.00471247877113+0.0627951396059j) (-0.00132364199668-0.0256114586147j) (0.0242646787364+0.0037528613802j) (-0.0119031643804-0.00802906159363j) (0.0332541925082+0.00376199003272j) (-0.00806038304379+0.00069135552422j) (0.02838137376-0.00356633433018j) (-0.00798108381157+0.00687349154353j) (0.019277051638-0.0095463468612j)
(0.014311282165+0.00718794873571j) (-0.00185348817978+0.00477343449075j) (0.0184359398702-0.0041387651127j) (-0.00495003731931-0.00550336476674j) (-0.00747493078521+0.00390307402056j) (-0.0088700356695-0.0050494290286j) (0.0227192598383-0.0093044370159j) (-0.0214976646837+0.0174919321005j) (0.0420763849051-0.0150909587316j) (-0.00660172004764+0.0114655814196j) (0.016177200179-0.0109689560338j) (-0.0189573487788+0.0206397614573j) (0.0170874496183+0.00226811711696j) (-0.00773681590335+0.000624862240471j) (0.00482058689074-0.0137231873891j) (0.00072773397761+0.0154600532937j) (0.0253677497535-0.00940411327516j) (-0.000158046021154-0.00180978583862j) (0.0100231281818-0.00396375324979j) (0.0140131177694-0.00210612162603j)
(0.0222406609066+0.0131699127135j) (0.00874046957122-0.00582782139826j) (0.00547571700857+0.0115762088677j) (-0.00822075706108-0.00687703750492j) (0.0214088500134-0.0061983840964j) (-0.0274033430854+0.00387089658023j) (0.0360745612314-0.000582146686277j) (-0.0134170021466-0.00539131442109j) (0.0188854381745+0.00603489414735j) (5.11092453538e-05-0.0118539662126j) (0.000250561532841+0.0197880616778j) (0.00542916658761-0.0138747629588j) (0.0115905413076+0.0173458913522j) (0.00453171934171-0.0162431796185j) (0.0162045346965+0.00345012746427j) (-0.00850612648812-0.00815429601628j) (0.0121627431695+0.0111111145661j) (0.0110813297571-0.0211751228847j) (0.00091771747618+0.0216278152142j) (-0.00504763358327-0.00755420601232j)
(0.0188066716195+0.0296649885482j) (0.00686260540574-0.0369066873957j) (0.00770292190003+0.0431047463638j) (0.00263221666128-0.0426420770428j) (0.0208005892608+0.0191973548604j) (0.0107877812579-0.00393662986346j) (0.0112066248881+0.00394053092654j) (-0.000443618571422-0.00653954706268j) (0.00989635894079+0.000353446995463j) (0.0270101270254-0.00291853957809j) (-0.013844377584-0.00713206902576j) (0.0202810415374-0.0165126147848j) (-0.000438501408836+0.013896207019j) (0.0146756441702-0.00929297684273j) (0.0146067111112+0.012144439959j) (-0.0110682049052-0.0185235655072j) (0.0310200372931+0.0201274100957j) (0.00836941126783-0.012013793026j) (0.0192598987946+0.0370108492646j) (-0.0240413167171-0.029738929726j)
(0.0193303082012+0.0274393918691j) (0.00528164595773-0.00904086643404j) (0.023182587832+0.00726921042357j) (0.0013004240128-0.00211939053937j) (0.022135836796-0.0234673325249j) (0.0336459927256+0.031649829814j) (1.00583027178e-05-0.00638791820959j) (-0.00689763888777+0.0163944759586j) (0.0248874213891+0.00018457127795j) (0.0108957341147-0.0111928393008j) (0.0104967608952+0.00522779841428j) (0.0135910132646-0.0378996227025j) (0.0104760482477+0.0195424100418j) (0.00419991103232-0.040169547103j) (0.0263133536144+0.0254624204261j) (-0.00150130538335-0.0120253928285j) (0.0382868935223+0.0145501303435j) (0.00142920862993+0.000359039280135j) (0.049022939431+0.00467636574499j) (-0.0171042189079-0.0163538011383j)
(0.00550967263304-0.00108138943866j) (0.0125710811606+0.0305251592929j) (0.0178156354432-0.0209960780041j) (0.0117513700661+0.0422943032734j) (0.0427254100955-0.0276719785309j) (-0.00328433073659+0.0130755065397j) (0.0350384301214+0.00351103752856j) (-0.0131245357628+0.0251440245452j) (0.0349829667027-0.0227018941467j) (-0.0122739547847+0.0134150153697j) (0.0655268267207-0.00292132643004j) (-0.0101179782495-0.025406887348j) (0.0489512034766-0.00423107641529j) (0.00170579788672-0.0427779882555j) (0.0474741250469+0.0305681952907j) (-0.00975072775608-0.0119015572014j) (0.0233949970948+0.000675251935918j) (-0.00341006437975-0.0172496018589j) (0.0346095814907-0.00341927351815j) (-0.00345007022306-0.00437637036729j)
(0.0041009380113-0.000572616419568j) (-0.00161451188911+0.00994084725155j) (0.0162963391929-0.0151073897096j) (0.0157010488436+0.0266342012956j) (0.0221441358941-0.0086904902314j) (0.00464495980441+0.0166370620782j) (0.0139800041147+0.00466243457667j) (0.018245123347+0.0236707867948j) (0.00860157112372-0.0251089914274j) (0.00116906685226+0.0368780004971j) (0.0345944946039-0.0433399029332j) (0.000936433802018+0.0267744017008j) (0.0430920982497-0.024120785009j) (0.00445267260755+0.0023160554124j) (0.033368198631-0.0233128668362j) (-0.00924391843604+0.0175723502744j) (-0.00577621102434-0.0208102694061j) (0.00640180703644+0.0153546853903j) (0.00907236705809-0.0322938469622j) (0.0165773293895+0.00984816871547j)
(0.0192923314564+0.0117068579012j) (-0.0116036318168-0.0036661462303j) (0.0238065932992-0.0164481246759j) (-0.00592764678378+0.0171348490826j) (0.000819615344142-0.00711311666701j) (0.016559445925+0.0173381980575j) (0.00131310888042-0.0156849615882j) (0.0274485978853+0.0137344166992j) (-0.00951792058889-0.00581934997359j) (0.0159020715828+0.00624764537852j) (0.0254357509691+0.00136456351367j) (-0.0208247218354+0.00235796782364j) (0.0305708652087+0.00707963702209j) (0.0146634164113-0.0192452824863j) (-0.0157033208015+3.92143626441e-05j) (0.0325743304962+0.00920368553974j) (0.000443412856187-0.0182237467892j) (-0.00387684548141+0.0190440037549j) (0.0232511597696-0.034001817952j) (0.00498472522955+0.0117324260109j)
(0.0254103075436+0.0210072163009j) (-0.00284298282603-0.018564856293j) (0.012060108678+0.00207082266901j) (0.0204039845468+0.00637470858807j) (0.00329961971833-0.0124267494086j) (0.0357334704699+0.034133370178j) (-0.0141327674744-0.0447578049667j) (0.0431478300266+0.0414803165507j) (-0.0107821282558-0.0395854655776j) (0.0156901280254+0.0225373526616j) (0.0354754209194-0.0110350717335j) (-0.0285846759904+0.0152972731172j) (0.0383660731401-0.00341014553599j) (0.00965106006037-0.0159838794163j) (0.0244198105845+0.0186394837551j) (0.0163307545731-0.00638189482827j) (0.0340916498917-0.00565025922709j) (0.00169798125216+0.00781430074099j) (0.0518298694773-0.00982226258467j) (0.0108374209121+0.00588490991528j)
(0.02016376538+0.00329058866835j) (-0.0173007638229-0.0136194838198j) (0.0220971280557+0.00448469858215j) (0.0143642632021-0.00772168476608j) (0.0148743196137-0.0118458852903j) (0.00964851556571+0.0287099095327j) (0.00105202272051-0.0248136609658j) (0.00187388537819+0.0193061219747j) (0.0260103455152-0.0239206556744j) (0.0104760085023+0.0194938088608j) (0.0135065680122-0.016635196156j) (0.0332533775013+0.0158273187124j) (-0.015579991933+7.41577287433e-05j) (0.0254820914448+0.000545502816285j) (0.000602025303029+0.0153186914845j) (0.0127506020176-0.000407311477817j) (0.0228221704967+0.00184894619517j) (-0.0166032290103-0.0149436186433j) (0.0420936801718+0.00638016426075j) (0.00450198406166+0.00231098338927j)
(0.0101108607343-0.00331627780868j) (-0.00950947364704-0.00379030179382j) (0.0188021829536+0.000899178776939j) (0.00395162372811-0.000828453674332j) (0.00767330407448-0.00957469997281j) (0.0142998853478+0.00524544966315j) (-0.00204967529212+0.00976075655299j) (0.00441640802994-0.00470757000348j) (0.0150604275612+0.00954436860434j) (0.0174185960214-0.013497789551j) (0.00490070322357+0.00227731590413j) (0.032693767874-0.0124980391589j) (-0.00642910124103+0.0268581050674j) (0.021443654574-0.0106399833822j) (0.00137320487718+0.0110972554255j) (0.00149804526135+0.000685058108237j) (0.0164851162243+0.00332832702217j) (-0.0107054300542+0.00094407682718j) (0.00668797536822-0.00549143193105j) (-0.00287764430651+0.00143968806446j)
