(-0.00233758713911+0j) (-0.00372276661379+0j) (-0.000279788345642+0j) (0.00493313191902+0j) (-0.00268041442962+0j) (-0.00266043948858+0j) (-0.00189147702748+0j) (-0.00363783161038+0j) (-0.00377731027188+0j) (0.00332512518519+0j) (0.00504445330641+0j) (0.00507914027738+0j) (-0.00350787066682+0j) (-4.26152142232e-05+0j) (0.00160511649392+0j) (-0.00679344531575+0j) (-0.00719808487728+0j) (0.0033178936095+0j) (-0.00471480397703+0j) (-0.00359567604014+0j)
(0.0239841217976-1.00934010964e-05j) (0.0237649612428-0.0261822347693j) (-0.01068384896+0.0475023319123j) (0.0353006053498-0.0462525157991j) (-0.00371748824179+0.0594210910394j) (0.0252080124655-0.0508732015247j) (-0.0202515086481+0.0221231573234j) (0.0385650058663-0.0147650245926j) (-0.0288034957419-0.00051964359008j) (0.0224052018706+0.0179935283583j) (0.00169342699028-0.027307037261j) (0.0205228643308+0.0321025565798j) (-0.0049138762674-0.0330464199588j) (0.0348835118493+0.0382434640831j) (-0.0234427679797-0.0416539145637j) (0.054403265731+0.0366777363402j) (-0.0188575257107-0.02497204777j) (0.0362760871182+0.0321266607932j) (-0.0219745920543-0.0312866315972j) (0.0284455598055+0.0198728548039j)
(0.017655818309-0.000102545685163j) (0.0130916578195-0.0226799444289j) (-0.00765333744859+0.0249494169974j) (0.0457669452877-0.0349646999082j) (-0.0163731555412+0.0343923328282j) (0.0366025160103-0.0386629323027j) (-0.0190174304197+0.0262980705414j) (0.028829011767-0.0172377247695j) (0.0112686766361+0.0181983916663j) (0.00195843900034-0.00711718859931j) (-0.00681493524887+0.00173027406235j) (0.00783994960651+0.00977933039328j) (0.014648518972-0.0249086606857j) (0.00110996661007+0.017919856517j) (0.0376892281234-0.00768798005015j) (0.00142511053296-0.00424526624431j) (0.0177575929184+0.0176770045748j) (0.00721318349548-0.000495114699255j) (-0.000547136302408+0.00188849553522j) (0.00301856433811-0.00169791078692j)
(0.00306563937854+0.0148024857297j) (0.0167957230238-0.0243236326042j) (-0.0122546602758+0.0329855449707j) (0.043139704694-0.0300981170932j) (-0.0285322934845+0.0166307445107j) (0.0310178558772-0.0263349702894j) (-0.00252388425761+0.00582497118286j) (0.00230467461588+0.00885800668424j) (0.028660249+0.00116841217719j) (-0.0106163519138+0.00682038328559j) (0.0270940339732+0.00595289816913j) (-0.0186976632416-0.0147542200465j) (0.0299577294808+0.00867368494458j) (-0.00274726451235-0.0230889991004j) (0.030237683314+0.0367051294489j) (-0.00905522693334-0.0277155259847j) (0.0291318611363+0.0347107853874j) (-0.0147547250586-0.0176195020174j) (0.00425923891027+0.00185089624861j) (0.0179396271861-0.0115590711525j)
(0.0138925433873+0.023542568701j) (0.0155520268647-0.0240431493269j) (-0.008748151671+0.0230097328978j) (0.037837410844-0.0331875782819j) (-0.0321560743476+0.0361702778942j) (0.0368000935701-0.0464420764337j) (-0.0106185673289+0.020292650863j) (-0.0017841616539+0.00555436831636j) (0.0432039320102+0.00958382676408j) (-0.0495280443996-0.0156239670085j) (0.0722285054865+0.0317600059752j) (-0.0512670276569-0.0386436995588j) (0.0266117080007+0.0347650149911j) (0.00329538605653-0.0371345030864j) (0.0279195857465+0.0326418914494j) (-0.00703880095269-0.0250461793063j) (0.0359073817677+0.0310057871034j) (-0.0280182227464-0.0184050240127j) (0.0209276665897+0.00734873693169j) (0.0129219033246-0.00340316875991j)
(0.0138497925797+0.015918575408j) (0.0094176346644-0.0215816439649j) (-0.000265966050788+0.00637553316845j) (0.0347336766207-0.0103781154607j) (0.00100145904648+0.00631341597572j) (0.00962916815335-0.0217338113047j) (0.0253995552256-0.00989963112942j) (-0.0227918519583+0.0224628714808j) (0.0665745573594-0.0110777328196j) (-0.0568056720751-0.00373965958057j) (0.0673348854569+0.00781590213649j) (-0.016155572495-0.0304415022532j) (-0.00385043602086+0.0209749314412j) (0.02990386254-0.0271485333069j) (0.00536848877609+0.0161206137856j) (0.0115855641767+0.0116326029784j) (0.0151185443729-0.00911612658181j) (-0.0103832915656+0.0327537560951j) (0.0372078732035-0.00883229668003j) (-0.00564458376403+0.014373490058j)
(0.0213012774913-0.0136954062133j) (0.00493483648036+0.016989550076j) (0.00979959345296-0.0269131430068j) (0.0291959345744+0.015994170047j) (0.000478575798081-0.00777545204796j) (0.0275808908233+0.0142400323984j) (0.0140344966538-0.016359692836j) (0.00599917202114+0.022812311421j) (0.0352276337638-0.0415133802445j) (0.0137935755497+0.0256805012445j) (0.0192767035635-0.0106740126099j) (0.0370864984655-0.0116165156952j) (-0.00521150571613+0.0138730646829j) (0.027682690752-0.021687208339j) (-0.0113668766241+0.00880189909429j) (0.0354144481389-0.00285911591411j) (-0.0178363729842-0.0112140455816j) (0.0103710141497+0.0252269922425j) (0.0347817225613-0.000113687245406j) (-0.0142301161702+0.0161113429939j)
(0.00913520122243-0.0138446777784j) (0.0102577944216+0.0233957814442j) (-0.000148286276122+0.000179908500311j) (0.0174433667319+0.0066992845834j) (-0.00277162592023-0.0141921419879j) (0.0278298522078+0.0212291508342j) (-0.00190039358162-0.0191307977767j) (0.0180149863451-0.00107867338029j) (-0.00544093296973-0.0146963056979j) (0.0443190348886-0.00337952762709j) (-0.0158521114378+0.00868902687037j) (0.0382913268468-0.021156028245j) (-0.0108754441719+0.0213479474743j) (0.0125244501562-0.0266893464931j) (-0.00266931686137+0.0126717044794j) (0.0140033699183-0.0293668795832j) (-0.0111085164624+0.0129621394622j) (0.0166934013629-0.00566504778566j) (0.0186579298003+0.0239537879367j) (0.00128537500102-0.0049173698938j)
(0.0129370152888-0.00167831390119j) (0.00422909937564+0.0119393125717j) (0.014289528358+0.000453065374427j) (0.00817603776426+0.00469553196808j) (0.000130631714208-0.0165135191606j) (0.0282413775972+0.00658811277683j) (-0.0242055184018-0.00117367620179j) (0.0278653051354-0.00120581676035j) (-0.0296748828694-0.0130721053517j) (0.0302326166398-0.00267354141227j) (-0.00700490543849+0.0209844761104j) (0.00565695661514-0.0260207674889j) (0.0287045604853+0.0184718105274j) (-0.0262381905877-0.00746153549974j) (0.0350523217162-0.00457180072193j) (-0.0170090075318+0.00829166845791j) (0.026407691427-0.0208759883854j) (0.0108787975055-0.00976806380353j) (0.00428707017466+0.0211146389556j) (0.00583028656658-0.0102199078051j)
(0.00526786348863-0.00157283009219j) (0.010075967138-0.0113667047461j) (0.0215912201451-0.0114306402564j) (0.016279141399+0.00582384492455j) (-0.0121400500806-0.0109346165153j) (0.0495917194976+0.00397220269347j) (-0.00685845262539-0.00157633968689j) (0.0263683404625+0.018146875264j) (-0.047081867368-0.0261627268726j) (0.047339645772+0.00706647799871j) (-0.0240804721979+0.0119861297544j) (0.0288079130896-0.02316788469j) (-0.00785759375756+0.0298004487277j) (0.00683352456117+0.0134322608414j) (0.0191762706545-0.0166584354286j) (0.00106989597327+0.0232895284957j) (0.0286327898251-0.0356112137484j) (0.0110708925825+0.0115208460286j) (0.0206235066016+0.00489726364497j) (0.0176808597509-0.000818540907687j)
(0.00258242394953-0.0292009721681j) (0.0186591215754+0.01135423643j) (-0.00640798862569-0.0163947041249j) (0.0260198827706-0.000249146210575j) (-0.0102532922697-0.00497314007078j) (0.0402479609882+0.00174751663133j) (0.0124129926903-0.000531702397613j) (0.0305179688008-0.0175570734298j) (-0.0353224568085+0.0435380946762j) (0.0382034390922-0.0356295700519j) (-0.00242693435445+0.0291967063815j) (0.0297000858972-0.0134413566123j) (0.000605182259773+0.0142465963435j) (0.0155088553116+0.0208128180588j) (0.0211596621495-0.0161066598981j) (-0.0101041972462+0.0281348486912j) (0.0404460560969-0.0122704360903j) (-0.0125766004401+0.014111636378j) (0.0383982633468-0.00216221983146j) (-0.00734683864613-0.018927279052j)
(0.00957086130553-0.00408513205417j) (0.0132545610618+0.00236470777903j) (0.00423818613346+0.00219404111724j) (0.00912690084919-0.0122183109031j) (0.0111088534852+0.00789998503707j) (0.0289105790986-0.0215045351692j) (-0.0115607118597+0.0130965124325j) (0.0508024488378-0.011369671109j) (-0.0356843774995+0.0362871286136j) (0.0385535151768-0.0252694842017j) (0.00403694343998+0.0199869963619j) (0.0262171263753+0.00322303255644j) (0.00702705804664+0.0147807232317j) (0.0186174585891+0.00449491863352j) (0.0115133135181-0.00757142545785j) (-0.00535762091517+0.0120206686492j) (0.0303381354229-0.00146026450784j) (-0.0216234239664-0.00122585444045j) (0.0305944250837-0.00380227129857j) (-0.0111244915515-0.0203723959015j)
(0.0199931098602+0.0130755822555j) (0.017775302024-0.00111493731053j) (0.0107214718907-0.00991416512436j) (-0.0115573949474+0.00346304770324j) (0.0462013392251+0.00334706051047j) (0.00201797914601+0.00367797054145j) (0.012149522695+0.00321251001071j) (0.0034825915989+0.00145481131235j) (0.0214402643695+0.0011429710353j) (0.0050353170209-0.0108180856948j) (0.0136061150597+0.00763791065168j) (0.00131503414624-0.00790218370444j) (-0.00014805508903+0.025098658374j) (0.0377305557348-0.00499482552154j) (0.000681880387853+0.00342757648074j) (0.00794801819507+0.000517581291146j) (0.0260064644702-0.01963340663j) (-0.00868895106536+0.00658659424144j) (0.0252738244582-0.0114200036785j) (-0.00682739560473+0.00629554331679j)
(0.0161548055865+0.0242812382338j) (0.00860366176578-0.00281608873251j) (0.0290461323484-0.0147317893092j) (-0.0171438723034+0.0119829180671j) (0.0360347137444-0.000104701957754j) (-0.00603825768818+0.0146484616274j) (0.0234114263666-0.014602238667j) (-0.00938554206771+0.00639447409334j) (0.0251295416264+0.012393400439j) (-0.00325865242423-0.00747445101298j) (-0.00502165230721-0.0160419656483j) (-0.00189514918596-0.000292631978901j) (0.00998229144125-0.0181987245281j) (0.0219317683561+0.0155195592894j) (0.019362286758-0.00356444393339j) (-0.00104161030523+0.00229483276638j) (0.0470553868998-0.0193639080538j) (-0.0157157497325+0.0147402797218j) (0.0289727460138-0.0282271559629j) (0.0202127104524+0.0194333432606j)
(0.00785253307058+0.00444891534441j) (0.00801628343062+0.00900678355005j) (0.00616380632547-0.00929108960362j) (5.70119464398e-05+0.0206614959429j) (0.0192287644484-0.0148582304107j) (-0.0198584435966+0.0165165965501j) (0.028505056166-0.0110899801054j) (-0.0147867365313-0.00321382655038j) (0.0339769016718+0.0153761253977j) (-0.00899297756263-0.0116965273249j) (0.00383528220123-0.0133029902013j) (0.0064118086658+0.00758466836367j) (0.0119563877969-0.0240377865016j) (-0.00316772966952+0.0256468842886j) (0.0162630787333-0.0137468192652j) (0.0210059525456+0.00200445461131j) (0.00185016298897-0.00313157067789j) (0.0162887017121+0.012075311743j) (-0.000753166479342-0.0169703552324j) (0.0171135891839+0.00771083216997j)
(-0.0049707900163+0.0167932239302j) (0.0402322537449-0.00457387256901j) (-0.0159947239041-0.0137269522615j) (0.0362998446449+0.00279267571738j) (0.00625289057395-0.0210483898596j) (-0.000204303930139+0.0201952389291j) (-0.000986480189919-0.02477270843j) (-0.000170396707468+0.0124166950386j) (0.0128166551442-0.0143480350059j) (0.0164022880186+0.00561763500357j) (-0.00845327340042-0.0030735203147j) (0.0267503401938-0.00374469050929j) (-0.000888808969251-0.0037707806293j) (-0.00626138556302+0.00559698959404j) (0.0244369207957+0.012491873854j) (0.00066113489514-0.0171964541068j) (0.0129171293111+0.0374317853492j) (0.0187746891544-0.0156617103433j) (0.00220389775331+0.02984644424j) (-0.00188387334433-0.0212861388737j)
(0.00855205154837+0.0118168361682j) (0.0284235101684-0.00164914232111j) (0.0118785448012+0.00735914275466j) (0.0155106942157-0.0212853600853j) (0.00430481621476+0.00783000380679j) (0.00720481852719-0.0161517224848j) (-0.0120741205343-0.00458033483469j) (-0.000986164350113-0.00217868198591j) (0.00230137252335-0.0160140393481j) (0.0114957904546+0.0108278102424j) (0.00596629796624-0.0156087741578j) (0.00496517305178+0.00539307648108j) (0.0205895536637+0.0028729682609j) (-0.00936684422874-0.00172758537018j) (0.0292249525309+0.0112772158583j) (-0.0135826500722-0.0104717757186j) (0.0143242587947+0.00456476384129j) (0.00761082234467+0.00588614372252j) (0.0219043692253+0.0152368647449j) (-0.00286030502608+0.000528940258462j)
(0.00391289588213+0.0284551583376j) (0.0160753101335-0.0126066650748j) (0.00582457488296+0.0242170483281j) (-0.00895943195751-0.0291856503558j) (0.0104917544039+0.018562394282j) (-0.0118988799012-0.0197090437815j) (0.0177257609761+0.00680008955331j) (-0.0223751306188-0.0146368815637j) (0.0235257851291+0.00304510575199j) (-0.010419919693-0.0158496692407j) (0.018498434434+0.00721539986672j) (-0.0137439136114-0.00646761183159j) (0.0218958923326+0.00685101491949j) (-0.00691128634756+0.0060742878856j) (0.00575788687012-0.00406489114992j) (0.00137650956813+0.00431826032069j) (0.00911842568485-0.00565007816075j) (-0.0039438698564+0.00847270949937j) (0.018350539354-0.00969642857062j) (0.00491085131276+0.0133750678489j)
(0.00927583922565+0.01380584161j) (0.0070148662793-0.00887813879154j) (0.00251705333675+0.00527272672515j) (-0.0147810733816+0.00606815469441j) (0.0100667288932-0.00302151330166j) (-0.00571100582516+0.0131961255596j) (0.00997454196191-0.016221006394j) (0.000286057981057+0.0147825727716j) (0.00537728336183-0.00381407960989j) (0.00738742365036-0.0134669225737j) (0.00697479631155-0.00180513616009j) (0.0125596221153-0.00358784543281j) (0.00219130333455+0.00464233700977j) (-0.00144128561517-0.00266626023267j) (0.0102642400694-0.00509526355209j) (-0.000881280534692+0.00827524885507j) (-0.00371694851553-0.0116079980637j) (0.00416646534375+0.0154652717597j) (0.0176204236195-0.0126766836608j) (0.00410583688904+0.00807915593574j)
(0.0147092544338-0.002551812072j) (0.00870971110487+0.00110379035492j) (-0.00920599199232-0.00579837960068j) (0.0138704148629+0.0172639796448j) (0.0012347474418-0.0118792623243j) (0.023229276214+0.00245984902149j) (0.00586516954337-0.00370127511968j) (0.00789842307904-0.00221200790729j) (-0.00378512475548-0.00263896408822j) (0.00883709308507-0.00448636992224j) (0.00270893209418-0.0180400443677j) (0.0175127132152+0.019568314971j) (0.00334085872746-0.00565426652299j) (0.00319561222462+0.00790127086121j) (0.0144713425789-0.0145940146841j) (-0.0134364831939+0.00359875922482j) (0.0151437312279+0.0108520812965j) (-0.0034541264587+0.00320104248531j) (0.0359413584053-0.012565317877j) (-0.0063557995508+0.0102398774144j)
(0.0251268225026-0.000476111587161j) (0.00171910531761-0.010449186031j) (0.0221599043205+0.00561433380521j) (0.00336318831789-0.00256695771538j) (0.0108024310845+0.000139275290743j) (0.0130429181954-0.0047408756194j) (0.0165723088465+0.0147471048967j) (0.00387095104767-0.00921024187568j) (0.0140480771353-0.000952211635638j) (0.0089566222722-0.0145613007049j) (-0.0107266117793+0.00311289822124j) (0.0371430223187+0.0210554049365j) (-0.0159461553823-0.00533345507117j) (0.0181854930461+0.0148903111278j) (0.0129925558652-0.019213782381j) (-0.0023519448761+0.00894915503242j) (0.0207923911011+0.0174064254837j) (-0.00944954482891-0.0138357147119j) (0.018236652503-0.00385707483658j) (0.000617395010563+0.00854696861538j)
(0.00886635951582+0.00954602515252j) (0.0257498645281+0.000412226385352j) (0.0116386513703+0.00290143833843j) (-0.0147253260819-0.00315783524254j) (0.0153508671028-0.0110750555202j) (0.00238665580474-0.00186254187148j) (0.0126488816397+0.0184532277948j) (-0.00034543018022-0.0123416846649j) (0.0290476287862+0.0115835265102j) (0.0109145724007-0.0143634306866j) (-0.00146868121506+0.000250517588029j) (0.0245475104328+0.0178106710646j) (-0.00298466885841-0.0162094768847j) (0.0243670929153+0.0158861385796j) (-0.004916264775+0.0017646864406j) (0.0140975834918+0.00934994040476j) (0.00379077913203-0.00564941931466j) (0.0127024996473-0.0115420966114j) (0.0118093391289-0.00453474033399j) (0.00214967900005+0.00268092897452j)
(0.00730148571051+0.00712562255309j) (0.0387696512322+0.00516441328109j) (0.000995093248001-0.0144456674396j) (0.000748643615305+0.000122614482314j) (0.0286800141858-0.000279400586734j) (-0.00281509272603+0.00881249420938j) (0.0390274601735-0.01196712837j) (-0.00781708694752-0.00433592074174j) (0.0245455248996+0.00760170033982j) (0.0230068696328-0.00898160237019j) (0.00586178955532+0.00753447583063j) (0.0214311694811-0.00717297893644j) (0.00709788384803+0.00284051761729j) (0.0333001513009-0.00413631950578j) (-0.0195644214952+0.0238833261697j) (0.00290328585719-0.00618542653604j) (-0.00350596342927-0.00900941765645j) (0.0140771926126-0.000811091235452j) (0.0143460620694+0.00406000840394j) (0.0165577205783+0.000103978839163j)
(0.00445468167159+0.013302364907j) (0.0398326235364+0.0137670417875j) (-0.0093182810513-0.00949780449817j) (0.0307736060646+0.00321873113479j) (0.0160852556319+0.00558024564257j) (0.026111757423-0.00285339331192j) (0.028171862785-0.0159183960482j) (0.015214646161+0.000157865992232j) (0.0119409282626+0.00103965284879j) (0.0374624820161-0.00584132077585j) (-0.000699532946926-0.00156237919521j) (0.0390595936285-0.00995896597879j) (-0.00118631875262+0.0147787871725j) (0.0261507906419+0.0120685425364j) (-0.0032011861116+0.00864506434984j) (0.00810905883779-0.00940452476336j) (0.00331560957315-0.011188580983j) (0.0336661966786-0.00649367814521j) (0.00321375837894+0.00720447932306j) (0.0261750685105-0.00896797371998j)
(-0.00116055341102+0.0209402576457j) (0.00217940001887+0.019827905106j) (0.0132288421667-1.8142340005e-05j) (0.0104629199291-0.00508044446033j) (0.0206846974001-0.00860342768586j) (0.0146725411169-0.00407200552093j) (0.0281260668919+0.0161344436802j) (-0.00171243347795+0.0201702582325j) (0.0295797934619-0.0287597342394j) (0.00723692497439-0.00412422709353j) (0.00489962103971+0.00817030229292j) (0.00799891042043-0.0253480909746j) (-0.000605928352752+0.0347519071023j) (0.0177237888621-0.019715002052j) (0.00950816652107+0.00867748361258j) (0.0152970210382+0.00377668094298j) (0.0185239718185-0.00160892937305j) (0.00465211837046-0.0101101105953j) (0.0242432157755-0.00929962198097j) (0.0280134906293+0.00631015678164j)
(-0.00367558353276+0.00344339415176j) (0.0245610362273+0.0159571422403j) (0.0260177574424-0.00244917252581j) (0.0178716034483-0.0123825160798j) (0.0285439440867-0.0024914269703j) (0.0147130596076-0.00856595165667j) (0.00901247773982+0.0120504754991j) (0.000202783893304+0.0267647175312j) (0.0270494776235-0.0175708555989j) (-0.00541750364019-0.0115340736239j) (0.0137725039606+0.0223678489076j) (0.00440434510485-0.0163859181771j) (0.0298056507304+0.0247545003743j) (0.0120926557014-0.0206848047189j) (0.0357119295876+0.00182130805524j) (0.00120657515941+0.00714310815543j) (0.0141794270748+0.00706501471348j) (0.00198409399598-0.031188515604j) (0.0260071969452+0.0117051132863j) (-0.00143825680583+0.00663862726721j)
(-0.0080755730479-0.00115893487999j) (0.0218172532807-0.00414670010221j) (0.00979267834085+0.0117920850556j) (0.000711121015263-0.00518796248923j) (0.0162348791978-0.00175860851067j) (-0.0119624685592+0.0122664779069j) (0.0156946510592+0.001688080168j) (0.00609322442036+0.00562400361886j) (0.0150563264557-0.00615620400312j) (0.000850160063346-0.00666779651499j) (0.0080561836574+0.0135531259245j) (0.0205123453199-0.0129541857969j) (0.0238901287948+0.0129237024312j) (0.00764279220215-0.0121185287294j) (0.0226603968969-0.000846703681547j) (0.00743227941416-0.00681664897733j) (0.00534064782405+0.0140117180225j) (0.013489740372-0.0195040109392j) (-0.00105723500182+0.0106918968797j) (0.0119672052515-3.91323913188e-05j)
(0.00657382542881+0.00345758664394j) (0.00290214639753-0.00656445496489j) (0.0157283759503+0.00734353691929j) (-0.00395132493429-0.00762857180699j) (0.0308796035062-0.00855606579934j) (-0.0213918136837+0.0103387391162j) (0.0360836791958-0.0142485641652j) (-0.00414733923728+0.0126540733362j) (0.0170776486763-0.015096732046j) (-0.00436157193413+0.0149461055943j) (0.027950390063+0.00293143631277j) (-0.011248667699+0.00186801914469j) (0.0279128997065+0.00129786100452j) (-0.00133706745267-0.00413583149781j) (0.0247970396751-0.00594415520409j) (0.00260062356171+0.0109452638886j) (0.0251864064023+0.000806804312225j) (0.0137957708761-0.0118667218101j) (-0.0074663038935+0.0164335213836j) (0.017628828326-0.00622550011214j)
(0.01589017148+0.00439817127765j) (0.00591964696165-0.0146185252697j) (0.0166085907403+0.0154436761934j) (0.00285366593266-0.0147867245273j) (0.0332436449685-0.00490624700875j) (-0.00190917818633+0.0076557406148j) (0.0222131182067-0.00522802830985j) (-0.0109401775863+0.0223042265225j) (0.00679255306316-0.0115157856636j) (0.00213289794218+0.00990340349368j) (0.0163760094659-0.00952240408236j) (-0.0223647472128+0.00599565525969j) (0.0311011176571-0.0128021471359j) (0.0106061243359+0.00293831667982j) (0.0137963355313-0.00938879791206j) (-0.00241564041553-0.0030817446926j) (0.0128176928014+0.0058133025628j) (-0.00297421160413-0.0165592781534j) (0.0159365024416+0.0220026387292j) (0.0126922824942-0.00605692877671j)
(-0.0131026273606-0.000774285144887j) (0.0285370049227-0.0101625011776j) (-0.0219508876192+0.0154459567651j) (0.0178133703857+0.000516965950898j) (0.00774933920809-0.00392925452252j) (-0.00134159000914+0.00345060185656j) (0.0156352313414+0.00324804269786j) (0.00588995986438+0.0118217096196j) (0.00586455425378+0.014704761586j) (0.0133392282872-0.0106346576609j) (0.0221182698392-0.00906012061478j) (-0.00538536363679-0.0271026401893j) (0.0164830667579+0.00602783718285j) (0.028353726871+0.0101801159648j) (0.00454275561895-0.00125215679384j) (-0.000951660282204-0.0118319141551j) (0.0113663717239+0.0125356295192j) (-0.0043668638575+0.0023241254262j) (0.020665287106-0.014005363886j) (0.0104504548316-0.00587171239828j)
(-0.0145606917562-0.0030164867704j) (0.0229875631593-0.00116110185281j) (-0.0129857787192+0.00545177557855j) (0.00465518975352-0.00661353652872j) (0.014897980227+0.015526978415j) (-0.00834590282005-0.017385304409j) (0.0279566468368+0.0134479200929j) (-0.000232472797274+0.00707435570757j) (0.023229939895+0.00838075064268j) (0.0202381742351-0.0133438446141j) (0.014729512795+0.0227077963838j) (0.00737886781586-0.0371716955805j) (0.00543974089079+0.015699592272j) (0.0164534817569+0.00445554571212j) (0.0135003878088-0.0139376400212j) (0.0141418709869+0.00502979944949j) (0.0179063906668-0.000735814066615j) (-0.00430908670123+0.00640912529575j) (0.018690677208-0.00983727214806j) (0.00266779194283-0.0107365021002j)
(0.00808042479162+0.0013213933105j) (0.0063686004022+0.00316403619619j) (0.00650416900996-0.0120766887296j) (0.00649599263477+0.00356180354052j) (0.0219617058626-0.000808397587667j) (0.00217059541104+1.81761104738e-05j) (0.0133319521397-0.00084422285723j) (-0.0110797621778+0.0174973889217j) (0.0185495960751-0.00817389097707j) (0.00835513330079+0.0103544576134j) (0.0184583759327+0.0131260610116j) (0.00439950635313-0.00827163133884j) (0.00880336747915+0.00639069881542j) (0.00535965501515-0.0014186775377j) (0.0034997789807-0.0235167979694j) (0.0126417028308+0.00310807790503j) (0.0198907719162-0.00462798912345j) (-0.00577207661988+0.00784150633896j) (0.0164597544747-0.00432920766406j) (0.00577366762538-0.00402682385267j)
(0.0107209964439+0.00912249133523j) (0.00509632683009+0.000787670514306j) (0.00179241862998+0.00178579251275j) (0.00889164115455-0.00579517846446j) (0.00670990395989+0.00501645316005j) (0.0132652932437-0.00260453217382j) (0.0039624980404-0.00284735468755j) (-0.00374809503408+0.00507784322652j) (0.0163875012267-0.00212117287668j) (-0.0075608748422+0.00261594022201j) (0.00983800656749+0.0125769834034j) (0.00588732512736-0.00401835680348j) (-0.000839669006193+0.0107415370704j) (0.0112650120629-0.00990509730363j) (0.000231587600495-0.0141228935585j) (0.00895645127926-0.000440674866454j) (0.00716094448568+0.00410321744874j) (-0.00431669555764-0.00213189764985j) (0.00249580178312-0.00689899171493j) (0.00725657218935-0.00169560272111j)
(0.0137165455207+0.0160668694977j) (-0.0135977239133+0.00753385517444j) (0.0126926606127-0.0113367351743j) (0.0192037286878+0.00612087625435j) (0.0189735109261+0.000411292792529j) (0.0139655519496-0.0047625901249j) (0.0217798895198-0.0102853797743j) (0.00293536772121-0.00269786806003j) (0.0248484685677+0.00177994220542j) (0.0144173664146-0.0154087089823j) (-0.00755857032472+0.00675037833358j) (0.0142361098473-0.00497061828648j) (0.00673787148439+0.00139226506004j) (0.0181604963891-0.00292270129319j) (-0.0089516382001-0.0106819924391j) (0.0163485277961+0.0253329487481j) (0.00172481105111-0.00509958928111j) (-0.00492666039483+0.0121407414251j) (0.00276535317253+0.000123073512687j) (0.0146584499809-0.00921894759861j)
(0.0085501383907+0.0121434794168j) (0.000624441666968+0.00143734293627j) (0.0170578435358+0.00268910342635j) (0.0131056700953+0.000191065788328j) (0.00372415894977+0.0106546753451j) (0.0178038140098-0.00586990045865j) (-0.00443035837533-0.00252731624584j) (0.014628432519-0.0120850142425j) (0.0134107055413+0.00162347182646j) (0.0203161114686-0.022986592377j) (-0.00300220977119+0.0139118850414j) (0.00754726274339-0.0272721817767j) (0.00239048820816+0.0068923541556j) (0.0182535534555-0.0191094492014j) (-0.00279839779358-0.00275934667137j) (0.0168393368715+0.0184959412479j) (-0.000536810504295-0.00204207892346j) (0.0104354284908-0.000524850039374j) (-0.00421071654777+0.016405814553j) (0.0089807445871-0.006204056208j)
(0.00644731704113-0.000773640318096j) (0.0219412232624+0.00101249479579j) (-0.00196156190698+0.00865909649968j) (0.00713399501343-0.00815991925407j) (0.00470811618283+0.00364122773361j) (-0.0117432447132+0.000800455572277j) (0.00325777199681+0.0154245498904j) (0.0139546288873-0.0162279190917j) (0.0112159224567+0.0199363350099j) (0.030015934735+0.00072247002847j) (-0.0130425138784+0.0138251892198j) (0.0192449201418-0.00999485769153j) (0.00537394177029+0.00174275516116j) (0.0212067770123-0.0113696596j) (-0.00110780110742-0.0190456115998j) (0.000225810494576+0.00131558783077j) (0.00279213277248+0.0080305023346j) (0.0172448079431-0.00885104331901j) (-0.000443955723654+0.014734848239j) (0.0064761969498-0.00727383833858j)
(0.017036617037-0.00452810896165j) (0.0106337767274+0.00626391772032j) (-0.0163123496639-0.00310398272273j) (0.0145643611086+0.00316705392715j) (0.0169104203772+0.0101420237763j) (0.0129365473701-0.00239835433501j) (0.0172073670762+0.0266524939095j) (0.00265579473057+0.00405858637555j) (0.00427144724356+0.0141013864007j) (0.0152764812624-0.0160937853008j) (0.000685039781607+0.0217663831271j) (0.0113258771639-0.0182897963397j) (0.00643644107676+0.0136869402264j) (0.0182219821272-0.012554404887j) (0.00296044220921-0.0135019468426j) (0.0171726717249-0.00811424049897j) (0.00418284081706+0.00376707727501j) (0.0176319871454-0.00992671808997j) (0.00629751836602+0.00737996955502j) (0.011571173355-0.0022238402601j)
(0.0187648892938-0.010463360677j) (0.0226506249703+0.00157881066013j) (-0.00691700896517+0.00290110518491j) (0.0220985569263+0.00288015033299j) (0.0196948251683-0.00106521047525j) (0.0252865513583+0.0215779938643j) (0.00416426283136+0.0143788685877j) (0.014999461948+0.00375919585985j) (-0.00344967701349+0.0124376885438j) (0.0145135866109-0.00909102383518j) (-0.0114072962712+0.0131743508167j) (0.0254061423167-0.0059468428328j) (-0.0025279506184+0.00845374291677j) (0.0131686916356-0.0131377624667j) (0.00452286267062-0.000836536334762j) (0.0248171906761-0.0197537367453j) (0.00801333893576+0.000155379211482j) (0.0183931231676-0.00342241067678j) (0.0133479496551-0.0158853193689j) (0.000962372537865+0.0141322365781j)
